 	11_2014-02-11.11:01:40	11_2014-02-11.11:08:23	12_2014-02-11.11:01:40	13_2014-02-11.11:01:40	14_2014-02-11.11:01:41	15_2014-02-11.11:01:41	16_2014-02-11.11:01:41	17_2014-02-11.11:01:41	18_2014-02-11.11:08:14	19_2014-02-11.11:08:14	20_2014-02-11.11:08:15	21_2014-02-11.11:32:14	22_2014-02-11.11:32:14	23_2014-02-11.11:32:14	24_2014-02-11.11:32:14	25_2014-02-11.11:32:14	26_2014-02-11.11:40:19	27_2014-02-11.11:40:19	28_2014-02-11.11:40:19	29_2014-02-11.11:40:19	30_2014-02-11.11:40:19	31_2014-02-11.11:54:19	32_2014-02-11.11:54:19	33_2014-02-11.11:54:19	34_2014-02-11.11:54:20	35_2014-02-11.11:54:20	36_2014-02-11.11:54:19	38_2014-02-11.12:04:11	39_2014-02-11.12:04:11	40_2014-02-11.12:06:55	41_2014-02-12.11:11:47	42_2014-02-12.11:11:47	43_2014-02-12.11:11:47	44_2014-02-12.11:11:47	45_2014-02-12.11:11:47	46_2014-02-12.11:11:47	47_2014-02-12.11:38:02	49_2014-02-12.11:38:02	50_2014-02-12.11:38:02	51_2014-02-12.11:38:02	52_2014-02-12.11:38:02	53_2014-02-12.11:38:02	54_2014-02-12.11:42:31	55_2014-02-12.11:42:31	56_2014-02-12.11:47:11	57_2014-02-12.11:47:11	58_2014-02-12.11:53:16	59_2014-02-12.11:53:16	60_2014-02-12.11:53:16	61_2014-02-12.11:53:16	
rightring1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
rightring0.999	0.0204082	0.0204082	0.0204082	0	0.0204082	0.0204082	0.0204082	0.0204082	0.0204082	0	0	0	0.0204082	0.0204082	0.0204082	0	0.0408163	0	0.0204082	0.0204082	0.0204082	0.0204082	0	0.0204082	0	0	0	0.0204082	0	0	0	0	0.0204082	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rightring0.9999	0.0204082	0.0204082	0.0204082	0	0.0612245	0.0408163	0.0204082	0.0408163	0.0204082	0	0	0	0.0204082	0.0204082	0.0204082	0	0.0408163	0	0.0408163	0.0204082	0.0204082	0.0408163	0.0204082	0.0204082	0.0408163	0	0	0.0204082	0	0	0	0	0.0204082	0	0	0.0408163	0.0204082	0	0	0.0204082	0	0.0612245	0	0	0.0408163	0	0.0204082	0	0	0.0204082	
rightring0.9	0	0	0.0204082	0	0	0	0.0204082	0	0.0204082	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rightring0.99	0.0204082	0.0204082	0.0204082	0	0	0	0.0204082	0.0204082	0.0204082	0	0	0	0.0204082	0.0204082	0.0204082	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rightlittle1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
rightlittle0.999	0	0	0.0204082	0.0204082	0.0204082	0	0.0612245	0.0816327	0.0204082	0	0.0408163	0.0408163	0.0816327	0	0.0204082	0.0204082	0	0.0612245	0.0204082	0.0204082	0	0.102041	0.0204082	0	0	0.0408163	0.0204082	0.0408163	0	0.122449	0	0.0408163	0.0408163	0	0.0408163	0.142857	0.0408163	0	0	0.122449	0	0	0.0408163	0	0.0408163	0	0	0	0.0408163	0.183673	
rightlittle0.9999	0.0408163	0.0408163	0.0612245	0.0816327	0.0204082	0	0.0816327	0.183673	0.0612245	0.0204082	0.0816327	0.0408163	0.142857	0.0816327	0.0204082	0.0204082	0	0.0816327	0.0408163	0.0204082	0.0204082	0.102041	0.0204082	0.0408163	0.0204082	0.0612245	0.0408163	0.0612245	0	0.22449	0	0.122449	0.0612245	0.0612245	0.0612245	0.142857	0.0408163	0	0	0.183673	0	0	0.102041	0	0.0408163	0.0204082	0	0	0.265306	0.265306	
rightlittle0.9	0	0	0	0.0204082	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0.0408163	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0.0204082	0.0204082	0	0	0.0612245	0	0	0	0	0.0408163	0	0	0	0.0204082	0.122449	
rightlittle0.99	0	0	0	0.0204082	0	0	0.0204082	0.0204082	0.0204082	0	0	0.0204082	0.0408163	0	0	0.0204082	0	0.0408163	0	0	0	0.0204082	0	0	0	0.0204082	0.0204082	0	0	0.0816327	0	0.0204082	0.0204082	0	0	0.0612245	0.0408163	0	0	0.122449	0	0	0.0204082	0	0.0408163	0	0	0	0.0204082	0.142857	
leftthumb1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
leftthumb0.999	0.938776	0.938776	0.183673	0.55102	0.877551	0.367347	0.142857	0.612245	0.204082	0.244898	0.265306	0.857143	1	0.959184	0.77551	0.816327	0.755102	0.734694	0.795918	0.510204	0.979592	0.673469	0.897959	0.571429	0.326531	0.632653	0.612245	0.326531	0.387755	0.44898	0.102041	0.632653	0.346939	0.77551	0.55102	0.22449	0.183673	0.591837	0.734694	0.428571	0.489796	0.673469	0.897959	0.918367	0.836735	0.653061	0.285714	0.795918	0.938776	0.857143	
leftthumb0.9999	0.938776	0.938776	0.408163	0.673469	0.979592	0.489796	0.204082	0.714286	0.326531	0.326531	0.367347	0.959184	1	0.979592	0.836735	0.938776	0.857143	0.918367	0.836735	0.632653	1	0.795918	1	0.714286	0.55102	0.77551	0.77551	0.44898	0.530612	0.55102	0.204082	0.816327	0.632653	0.897959	0.734694	0.428571	0.244898	0.755102	0.897959	0.693878	0.653061	0.836735	1	0.938776	0.918367	0.816327	0.408163	0.877551	1	0.918367	
leftthumb0.9	0.469388	0.469388	0	0.142857	0.591837	0.0408163	0.0204082	0.265306	0.0408163	0.0204082	0.0612245	0.306122	0.877551	0.408163	0.346939	0.306122	0.265306	0.244898	0.306122	0.102041	0.571429	0.244898	0.510204	0.142857	0.0816327	0.163265	0.183673	0.0204082	0.0612245	0.102041	0	0.265306	0.0612245	0.122449	0.122449	0.0204082	0.0408163	0.142857	0.22449	0.0612245	0.122449	0.204082	0.306122	0.22449	0.326531	0.22449	0.0612245	0.244898	0.530612	0.428571	
leftthumb0.99	0.714286	0.714286	0.0408163	0.387755	0.673469	0.102041	0.0204082	0.428571	0.0816327	0.0816327	0.183673	0.693878	1	0.795918	0.612245	0.612245	0.530612	0.469388	0.571429	0.326531	0.877551	0.55102	0.734694	0.285714	0.265306	0.387755	0.44898	0.0612245	0.183673	0.244898	0.0204082	0.530612	0.183673	0.591837	0.326531	0.122449	0.0612245	0.285714	0.530612	0.244898	0.265306	0.428571	0.653061	0.632653	0.571429	0.469388	0.142857	0.510204	0.836735	0.673469	
leftindex1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
leftindex0.999	0	0	0	0.0408163	0	0	0	0	0	0	0	0	0	0	0	0	0.0408163	0	0	0	0.0204082	0.0816327	0.0204082	0.0204082	0	0	0	0	0.0204082	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0.0204082	0.0204082	0	0.0204082	0	0	0.0408163	
leftindex0.9999	0	0	0	0.122449	0	0.0204082	0.0204082	0	0.0204082	0.0204082	0	0	0	0.0204082	0	0	0.0816327	0	0	0	0.0204082	0.122449	0.0408163	0.0204082	0.0204082	0.0204082	0	0.0408163	0.0408163	0	0.0204082	0	0	0	0	0	0	0	0	0	0.0204082	0	0.0204082	0.0204082	0.0204082	0	0.0408163	0	0.0204082	0.0408163	
leftindex0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0.0204082	0	0	0	0	0.0204082	
leftindex0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0.0204082	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0.0204082	0.0204082	0	0.0204082	0	0	0.0204082	
leftmiddle1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
leftmiddle0.999	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	
leftmiddle0.9999	0	0	0	0	0	0	0	0	0	0	0.0408163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0.0204082	0	0	0.0204082	
leftmiddle0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftmiddle0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftring1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
leftring0.999	0	0	0.102041	0.0408163	0	0	0	0	0.0408163	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0816327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftring0.9999	0	0	0.204082	0.22449	0.0408163	0	0	0.0204082	0.102041	0	0	0	0	0	0.204082	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0.122449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftring0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftring0.99	0	0	0.0408163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
leftlittle1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
leftlittle0.999	0	0	0	0.0204082	0	0.306122	0.0408163	0	0.0204082	0	0	0	0	0	0	0.0408163	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0.102041	0	0	0	0	0	0	0.0204082	0	0	0.0204082	0.326531	0	0	0	0	0	0	0	0	0	
leftlittle0.9999	0	0	0.0204082	0.0204082	0	0.408163	0.0408163	0	0.0204082	0.0204082	0	0	0.0204082	0.0612245	0	0.0408163	0	0	0	0	0	0	0	0.0204082	0	0.0612245	0	0	0	0.367347	0	0	0	0.0204082	0	0	0.0204082	0	0	0.0612245	0.469388	0.0204082	0.0204082	0	0	0	0	0	0	0	
leftlittle0.9	0	0	0	0	0	0.22449	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0.0204082	0	0	0	0.244898	0	0	0	0	0	0	0	0	0	
leftlittle0.99	0	0	0	0	0	0.22449	0	0	0	0	0	0	0	0	0	0.0408163	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0.0612245	0	0	0	0	0	0	0.0204082	0	0	0	0.326531	0	0	0	0	0	0	0	0	0	
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
